name,city,review_count,hours,neighborhood,categories,latitude,stars,attributes,longitude,address,postal_code,state,is_open,business_id,type
Buccis,Middleburg Heights,10,,,"['Steakhouses', 'Restaurants', 'Italian']",41.3700873,3.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",-81.8255857,7230 Engle Rd,44130,OH,0,f79mtjCKvrBtd5aEtaMTYQ,business
Matthews' Hibachi Grill,Matthews,4,,Arboretum,"['Restaurants', 'Chinese']",35.1231419,3.0,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True']",-80.7299119,11100-A Monroe Rd,28105,NC,0,CCwBfrC0Y3EJVe6byA1LrQ,business
Sushi Garden,Toronto,15,"['Monday 10:0-22:0', 'Tuesday 10:0-22:0', 'Wednesday 10:0-22:0', 'Thursday 10:0-22:0', 'Friday 10:0-22:0', 'Saturday 10:0-22:0', 'Sunday 10:0-22:0']",Downtown Core,"['Restaurants', 'Sushi Bars']",43.6647862459,3.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: False', 'WiFi: no']",-79.3848576496,3 Wellesley Street W,M4Y 1E8,ON,1,JuSSgBQMhjJek4GUDzD8IQ,business
L'Express St Zotique,Montréal,6,"['Monday 10:0-19:0', 'Tuesday 10:0-19:0', 'Wednesday 10:0-19:0', 'Thursday 10:0-19:0', 'Friday 10:0-19:0', 'Saturday 10:0-19:0']",Rosemont-La Petite-Patrie,"['Food', 'Sandwiches', 'Restaurants', 'Convenience Stores', 'Juice Bars & Smoothies', 'Salad']",45.5369439,5.0,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True']",-73.6074006,555 Saint-Zotique Rue Est,H2S 1M2,QC,1,0R8eMs5RATyUEKLUTY_4YQ,business
Nacho Libre,Montréal,38,"['Monday 17:0-1:0', 'Tuesday 17:0-3:0', 'Wednesday 17:0-3:0', 'Thursday 17:0-3:0', 'Friday 17:0-3:0', 'Saturday 17:0-3:0', 'Sunday 17:0-1:0']",Rosemont-La Petite-Patrie,"['Bars', 'Mexican', 'Dive Bars', 'Nightlife', 'Restaurants']",45.5367372,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""BestNights: {'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'CoatCheck: False', 'GoodForDancing: False', 'GoodForKids: False', ""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HappyHour: False', 'HasTV: True', ""Music: {'dj': True, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel: loud', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: False', 'Smoking: outdoor', 'WiFi: no']",-73.6025263,913 Rue Beaubien E,H2S 2K6,QC,1,P8rCpSJ4uWNE__pypJsgGA,business
Mai Xiang Yuan,Montréal,304,"['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-21:0', 'Saturday 11:0-21:0', 'Sunday 11:0-21:0']",Ville-Marie,"['Chinese', 'Restaurants']",45.50831,4.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}""]",-73.560778,1082 Boulevard Saint-Laurent,H2Z 1J5,QC,1,1uPQTz5XZSWr0ti7kUpaDw,business
Lean Lifestyle,Scottsdale,20,"['Monday 9:0-17:0', 'Tuesday 9:0-17:0', 'Wednesday 9:0-17:0', 'Thursday 9:0-17:0', 'Friday 9:0-17:0']",,"['Food', 'Food Delivery Services', 'Breakfast & Brunch', 'Restaurants']",33.601973,4.0,"['BikeParking: False', 'BusinessAcceptsCreditCards: True', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True']",-111.88792,,85260,AZ,1,edH8L6RxSfQ78R_51QoDWA,business
Ouzeri,Toronto,122,"['Monday 12:0-22:0', 'Tuesday 12:0-22:0', 'Wednesday 12:0-22:0', 'Thursday 12:0-22:0', 'Friday 12:0-23:0', 'Saturday 12:0-23:0', 'Sunday 12:0-22:0']",The Danforth,"['Greek', 'Mediterranean', 'Restaurants']",43.6782159,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: False', 'WiFi: no']",-79.3488696,500 Danforth Avenue,M4K 1P6,ON,1,bGoGHSWHvhftHMWWxQXYbw,business
Jerusalem,Chandler,11,"['Monday 9:0-21:0', 'Tuesday 9:0-21:0', 'Wednesday 9:0-21:0', 'Thursday 9:0-21:0', 'Friday 9:0-21:0', 'Saturday 9:0-21:0', 'Sunday 10:0-21:0']",,"['Restaurants', 'Middle Eastern']",33.3205369,3.0,"['Alcohol: none', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', 'HasTV: True', 'NoiseLevel: quiet', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsTableService: True']",-111.8582011,961 W Ray Rd,85225,AZ,0,UmH-4R6MvR2qBvW7AxU7tQ,business
Pho VT,Concord,5,,,"['Restaurants', 'Vietnamese']",43.7826623,4.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']",-79.4900102,2100 Steeles Avenue West,L4K 2V1,ON,0,JZtKm3OcAyvtU3jypqx19w,business
Nazca Bar & Grill,Eastlake,51,"['Monday 11:30-22:0', 'Tuesday 17:0-2:30', 'Wednesday 17:0-2:30', 'Thursday 17:0-2:30', 'Friday 17:0-2:30', 'Saturday 17:0-2:30', 'Sunday 11:0-22:0']",,"['Restaurants', 'Peruvian', 'Nightlife', 'Latin American', 'Bars']",41.434188,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: False', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",-81.498748,35700 Lakeland Blvd,44095,OH,1,J_h3PRl7_6xmOy2C7dvs-Q,business
Furama Cake and Desserts Garden,Toronto,32,,Alexandra Park,"['Bakeries', 'Restaurants', 'Food', 'Chinese']",43.6516252,3.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly: False', 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']",-79.3977707,248 Spadina Avenue,M5T,ON,1,9OD0pQ0QYa_7dO-LbOBFZQ,business
Fiesta Chips & Salsa,Las Vegas,38,"['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:0', 'Saturday 9:0-22:0', 'Sunday 9:0-22:0']",,"['Mexican', 'Restaurants']",36.1915723,3.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']",-115.2593102,1780 N Buffalo Dr,89128,NV,0,BmyRJmbVm4jGlkXg4ncLJQ,business
Sirna's Cafe,Bedford,4,,,"['Restaurants', 'American (Traditional)']",41.389636,4.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']",-81.532559,795 Broadway Ave,44146,OH,1,yo1g2aXjBL_7FNo1jctKfQ,business
Subway,Phoenix,3,,,"['Restaurants', 'Fast Food', 'Sandwiches']",33.5555964,2.5,"['BikeParking: False', 'BusinessAcceptsCreditCards: True', 'Caters: True', 'DriveThru: False', 'GoodForKids: True', 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True']",-112.133732,8129 N 35th Avenue,85051,AZ,1,GRR61NwIkgpzPjQVjx5LAA,business
Sage,Las Vegas,917,"['Monday 17:30-22:30', 'Tuesday 17:30-22:30', 'Wednesday 17:30-22:30', 'Thursday 17:30-22:30', 'Friday 17:30-22:30', 'Saturday 17:30-22:30', 'Sunday 18:0-22:30']",The Strip,"['Mediterranean', 'Restaurants', 'American (New)']",36.1081923221,4.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'Caters: False', 'GoodForKids: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: dressy', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 4', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: False', 'WheelchairAccessible: True', 'WiFi: no']",-115.176013461,3732 Las Vegas Blvd S,89109,NV,1,f9sU31meK0bqAD7922sCog,business
Drugstore Cafe,Las Vegas,148,"['Monday 0:0-0:0', 'Tuesday 0:0-0:0', 'Wednesday 0:0-0:0', 'Thursday 0:0-0:0', 'Friday 0:0-0:0', 'Saturday 0:0-0:0', 'Sunday 0:0-0:0']",The Strip,"['Restaurants', 'Desserts', 'Coffee & Tea', 'Food', 'Sandwiches', 'Delis', 'Cafes']",36.1265953,3.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB: False', 'BYOBCorkage: no', 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-115.1653652,3131 Las Vegas Blvd S,89109,NV,1,Do4n_yK_K6DmR9_Es5qwlA,business
Tom Colicchio's Craftsteak,Las Vegas,1915,"['Monday 17:0-22:0', 'Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-22:30', 'Saturday 17:0-22:30', 'Sunday 17:0-22:0']",The Strip,"['Steakhouses', 'Restaurants', 'Cheesesteaks', 'Food', 'American (New)', 'Desserts']",36.102918,4.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BYOB: False', 'BYOBCorkage: no', 'BikeParking: False', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'Caters: False', 'Corkage: False', 'DogsAllowed: False', 'GoodForKids: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'Open24Hours: False', 'OutdoorSeating: False', 'RestaurantsAttire: dressy', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 4', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",-115.169751,3799 Las Vegas Blvd S,89109,NV,1,xkVMIk_Vqh17f48ZQ_6b0w,business
Asian Star Buffet,Mesa,37,,,"['Restaurants', 'Asian Fusion', 'Sushi Bars']",33.3934084,3.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', 'HasTV: True', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no', 'NoiseLevel: average', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}""]",-111.7014499,6005 E Southern Ave,85206,AZ,1,sAN_1jFisdABjadmlDV_zA,business
BLK Live,Scottsdale,42,"['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-22:0']",,"['Restaurants', 'American (New)', 'Food', 'Nightlife', 'Burgers', 'Wine Bars', 'Desserts', 'Bars', 'Arts & Entertainment', 'Music Venues']",33.6222352,4.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'DriveThru: False', 'GoodForKids: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HappyHour: True', 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'Smoking: yes', 'WheelchairAccessible: True', 'WiFi: free', 'GoodForDancing: True']",-111.9217332,7301 E Butherus Dr,85260,AZ,1,VF4KH9JVolOeo2XojphthQ,business
